recording_id,user_pseudo_id,started_at,duration_s,page_views,clicks,dead_clicks,rage_clicks,screen_width,screen_height,country,user_agent
e7bdb5a2d1a6,9244556758.5985009035,2026-06-23T13:18:00Z,364,10,51,5,1,375,915,US,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/492.0.0.44.107]"
3e6854f989d4,8076970971.5875224692,2026-02-05T10:31:00Z,194,3,55,0,0,1366,1080,US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
b79e773e183c,1890215015.1263549911,2026-07-01T14:14:00Z,13,2,5,0,0,1920,864,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
723a80916f10,9871665541.5070504488,2026-03-07T08:21:00Z,234,4,9,6,0,375,915,SE,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/492.0.0.44.107]"
321d95e2d16e,2445047910.4213116580,2026-04-19T14:09:00Z,191,4,21,0,0,1536,900,DE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
51f85bbcb1b6,3108998654.6746360767,2026-07-17T18:51:00Z,2,1,0,0,0,1024,600,NL,python-requests/2.32.3
7383e73d60ab,6877619248.9895343453,2026-06-08T06:58:00Z,1,1,0,0,0,1024,768,NL,python-requests/2.32.3
85ff0d608236,35222240.90185452,2026-06-11T16:30:00Z,747,3,9,0,0,1920,864,IN,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
4eb1698bea9d,4631194332.1722217318,2026-03-20T18:47:00Z,38,3,2,0,0,834,1112,US,"Mozilla/5.0 (iPad; CPU OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
e8cdfb87a3f6,1313384657.5399265164,2026-03-24T17:45:00Z,565,3,55,0,0,412,915,CA,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
fbdefd426aa0,9774194832.3712917901,2026-02-04T23:05:00Z,173,9,8,0,0,390,844,GB,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36"
c0506d134bd4,6090987642.5450186194,2026-04-15T17:55:00Z,579,5,17,0,0,1728,1080,CA,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0
21a350b431ce,8742360138.4501093721,2026-03-21T08:43:00Z,1690,7,65,0,0,1536,864,NL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
2c48eb8cde1c,6522012715.1353710659,2026-02-08T11:50:00Z,779,2,30,0,0,1728,768,US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
6173c013f36d,802749552.3294576529,2026-02-01T14:07:00Z,329,4,22,0,0,390,932,GB,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
2ef50dc6bb8e,6324850464.1608763990,2026-06-12T16:22:00Z,543,7,46,0,0,390,844,US,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36"
5eba60db7347,2037732095.8252682961,2026-07-23T10:21:00Z,4,1,0,0,0,1280,768,NL,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/127.0.6533.88 Safari/537.36"
0bfbbcc2571d,5450586420.8042389520,2026-03-22T09:19:00Z,164,4,5,0,0,1536,864,BR,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0
449d8fbb20d7,2708077143.3361012952,2026-05-26T17:48:00Z,834,3,57,0,0,1536,1080,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
531fd951fcf6,6942982154.7633859852,2026-03-14T09:52:00Z,346,7,5,5,0,1728,1080,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0
5ea4a536d941,4740570878.8458193723,2026-06-09T18:42:00Z,661,12,9,0,0,1920,900,DE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
12de5f396805,8709273206.4280483485,2026-06-19T11:20:00Z,313,4,34,0,0,390,812,IN,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36"
6589a2366511,2772097022.3095820690,2026-06-14T00:02:00Z,295,9,54,0,0,1920,864,CA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0"
8e5fc064deab,4055399982.4857363859,2026-06-06T22:31:00Z,1,1,0,0,0,800,600,DE,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/126.0.6478.126 Safari/537.36"
752a94010bd5,5244474746.4219670340,2026-05-17T01:44:00Z,83,8,33,0,0,1440,900,IN,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
5fe405948b00,6290001314.4275369707,2026-03-13T04:24:00Z,857,3,40,0,0,390,812,SG,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36"
630c74fc4f1c,9481787518.6182779102,2026-03-14T21:09:00Z,96,3,30,0,0,1366,1117,US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
aeade4357bbd,6456625365.3891617386,2026-04-20T20:42:00Z,76,2,36,0,0,375,932,NL,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36"
d11a20267421,3071310711.9742576885,2026-04-27T21:39:00Z,54,9,50,0,0,1440,864,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0"
58bbf66fcaf5,2279819336.6098089152,2026-06-25T05:59:00Z,109,7,5,0,0,1728,864,DE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
7338531a6cef,5225930202.3129039990,2026-05-02T17:39:00Z,2,1,0,0,0,1024,600,NL,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/126.0.6478.126 Safari/537.36"
d63734f07c25,3329743352.5728735117,2026-05-23T00:09:00Z,541,9,15,6,0,1366,1117,GB,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
4e1823dcd6d0,2313843425.8031754062,2026-03-03T13:57:00Z,1433,20,43,0,0,1366,900,NL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
69595f0dfd67,4098409160.6350699532,2026-05-11T00:59:00Z,502,8,47,0,0,1440,1117,DE,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0"
8613660802e9,7295731437.3532372036,2026-04-06T14:39:00Z,529,9,39,0,0,1920,1117,GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0"
e196f83c50c1,5559841334.9275842905,2026-03-05T19:03:00Z,352,2,14,4,0,1728,1117,NL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
b6da5304e1ee,6012035826.6758353790,2026-07-24T13:44:00Z,226,2,11,5,1,430,915,US,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/492.0.0.44.107]"
f799cba7415a,9602283615.347531357,2026-04-12T11:42:00Z,152,3,27,0,0,390,932,BR,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
378324031fcd,5064908325.8360814323,2026-07-05T23:37:00Z,1063,17,23,0,0,1920,864,NL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
ffec7e5eabf5,7276823278.4375402932,2026-03-18T20:37:00Z,600,7,16,0,0,1728,768,US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
f4cb28bb2eaa,3688621700.4799049299,2026-05-17T05:27:00Z,331,5,19,0,0,1920,1117,NL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
ef213892e476,1383511301.8791667170,2026-05-16T03:16:00Z,461,5,15,0,0,1366,864,FR,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
ca1465343ef7,8191083890.3781993319,2026-04-28T10:09:00Z,619,2,16,0,0,1728,1117,CA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
3ab104de132c,3898619281.7596277875,2026-04-28T03:05:00Z,437,11,46,4,0,390,812,FR,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/492.0.0.44.107]"
e05047276462,3903539206.4297609532,2026-05-19T15:43:00Z,2,1,0,0,0,800,768,IE,python-requests/2.32.3
7fc08d0af9e4,2532900650.1802901957,2026-02-18T18:34:00Z,369,4,9,0,0,1536,900,ES,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
17b07f3dc7c1,6168004263.2838380118,2026-02-18T17:41:00Z,812,12,57,0,0,1366,768,US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
87868c78bd7b,9282042398.3533744576,2026-07-19T12:59:00Z,183,10,58,0,0,1536,768,IN,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
a3486712e25e,4385439811.8355020515,2026-05-06T01:00:00Z,268,3,60,0,0,1536,768,CA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
3bd62d360dd3,4337074980.8753236845,2026-03-12T11:53:00Z,592,4,52,0,0,1366,864,BR,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
839a7dc89ae7,3839054925.4966951591,2026-05-04T14:15:00Z,883,10,39,0,0,1366,1117,CA,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0
2afe43196604,7276823278.4375402932,2026-03-18T04:26:00Z,100,8,7,5,0,1440,864,US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
38aea9e65d9d,5267168216.2888894641,2026-06-09T06:27:00Z,3,1,0,0,0,1024,600,US,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/126.0.6478.126 Safari/537.36"
0190fa3e209e,9249543498.9664035129,2026-06-20T19:20:00Z,159,12,20,0,0,1366,1117,NL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
2bd32687e7ea,6747704105.5865067613,2026-06-18T15:19:00Z,2,1,0,0,0,1024,768,SG,Go-http-client/2.0
efbc992350f6,3329399445.8917151043,2026-07-26T10:55:00Z,215,10,13,2,0,412,812,IN,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/492.0.0.44.107]"
5fbec69d50df,1812911646.4350245455,2026-06-21T15:03:00Z,872,8,48,0,0,412,844,GB,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
d1753b157c36,2019808283.2599391250,2026-05-24T22:42:00Z,628,3,21,0,0,412,932,NL,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
50f740e2afb5,3902202591.9501658844,2026-07-02T10:05:00Z,363,4,28,0,0,1920,864,AU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
72420f553039,4158605093.3445711148,2026-03-09T07:13:00Z,335,8,28,0,0,375,915,DE,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36"
9cb6afa39089,4439940745.4849470160,2026-04-04T17:46:00Z,884,11,60,0,0,390,844,US,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36"
e165681cff62,3473201550.1326623826,2026-04-01T23:48:00Z,373,4,36,0,0,1536,900,IN,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0"
26dc0486d173,9588293922.2613490392,2026-02-19T12:02:00Z,813,12,41,0,0,1440,768,GB,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Safari/605.1.15"
6efd808929b5,1472499452.4395443020,2026-03-01T02:27:00Z,746,8,22,0,0,1440,864,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
17b35fae5ac1,1318354640.1220613473,2026-06-24T13:02:00Z,161,11,32,0,0,1366,1080,GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0"
7124d3bdd15d,127007975.7920158660,2026-07-08T09:08:00Z,627,6,14,0,0,1366,864,GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
9570aa181b83,4973122972.7497063168,2026-05-17T16:59:00Z,875,9,46,0,0,1440,864,DE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
b2eb3497f713,4004796701.1520135950,2026-05-16T08:05:00Z,434,8,16,0,0,375,932,US,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
8401e090fa47,5198415836.7996594440,2026-07-24T11:01:00Z,738,9,7,0,0,1536,900,AU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
d0a777e1ae3f,3052450779.5750945986,2026-04-27T14:27:00Z,570,9,55,0,0,1728,768,FR,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
45339d669a54,3953260759.3998536770,2026-06-09T06:07:00Z,156,12,41,0,0,1536,900,NL,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
0a4a99e8156a,836081401.8623129469,2026-02-06T04:37:00Z,92,3,14,0,0,1536,864,IN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
9a5e94c70f16,2974296447.7622841237,2026-06-05T08:41:00Z,1530,7,31,0,0,1536,900,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
e07822c000d4,160410335.9886957263,2026-03-29T05:37:00Z,110,10,8,0,0,1440,1080,IN,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
c413180190ac,4968044941.5846611280,2026-03-21T01:51:00Z,218,3,59,0,0,1440,864,US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
d3f31ead76ee,1661349893.555974393,2026-07-19T02:53:00Z,164,11,6,0,0,1440,1117,PL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
dd412e6022ea,2036095823.4585338243,2026-07-03T18:49:00Z,407,6,32,0,0,1536,864,GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0"
04024dbda4e1,5215364467.8260995917,2026-06-06T01:52:00Z,600,11,53,0,0,834,1112,AU,"Mozilla/5.0 (iPad; CPU OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
8d8737a9c63a,1375380003.9444967287,2026-03-29T06:50:00Z,110,11,17,0,0,1536,768,IN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
d9d5d7a6ed72,3716040152.6595184480,2026-03-18T09:41:00Z,257,10,22,0,0,1440,1117,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
daac78413384,5764686468.5659514705,2026-03-02T18:21:00Z,814,7,14,0,0,390,932,IN,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36"
c1b29e430293,9446064676.2416060615,2026-02-13T19:17:00Z,371,9,25,0,0,1920,1117,PL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
d194775d60ec,4272248972.8845796404,2026-07-19T08:02:00Z,554,3,25,0,0,1920,1080,IE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
3c83d9ab7616,2742881835.8503483338,2026-07-29T01:04:00Z,296,8,33,0,0,1728,1080,BR,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
1a7c2df7f5f7,8454974758.1039391642,2026-07-24T21:33:00Z,637,2,20,0,0,1440,1080,FR,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Safari/605.1.15"
edf0dde490b4,4117185128.6645013654,2026-05-18T16:36:00Z,3,1,0,0,0,1024,600,DE,python-requests/2.32.3
7918522f1c0e,6366687659.6089180614,2026-03-22T12:11:00Z,90,11,53,0,0,1440,864,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0
b36908ce1f33,9439020149.1880467205,2026-06-17T21:44:00Z,110,3,33,0,0,1440,1080,GB,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Safari/605.1.15"
9077f429590c,7509648418.7679932016,2026-06-20T19:34:00Z,558,5,31,0,0,1728,864,US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Safari/605.1.15"
718d3794746b,2550876929.4557528981,2026-07-30T05:31:00Z,454,9,36,0,0,1366,1117,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
c1a5b2509cb7,2167381627.2337585765,2026-02-10T05:28:00Z,436,11,21,4,0,375,812,US,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/492.0.0.44.107]"
